Name,Description,Size,NA0,BS1,BS4,,,SRA Accession,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1565987,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2757976,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3455010,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454918,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4414917,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2758516,freshwater sediment metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2592872,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2607605,peat metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS935832,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454853,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3455160,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3455156,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3455141,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4391968,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4414914,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS970775,hot springs metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4293839,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS785457,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1630823,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1630837,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS1456365,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS785393,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1572625,peat metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1565995,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454491,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4391950,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1086542,cave metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2594218,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS1798548,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS631731,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454737,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454886,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3455163,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3455157,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4189818,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2593002,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS631674,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS631708,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS631742,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS851317,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS1609392,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2757979,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2594302,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS1456376,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3454532,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS4414918,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS2593009,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,DRS026689,sediment metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS1798482,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,ERS785363,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3020376,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1328024,soil metagenome,,,SRS3455212,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS4189880,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1565984,soil metagenome,,,SRS4311882,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS4414914,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2594414,marine sediment metagenome,,,SRS2593047,marine sediment metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS3455214,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2789958,marine sediment metagenome,,,SRS4391974,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS4414905,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454985,soil metagenome,,,SRS2593048,marine sediment metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS2592961,marine sediment metagenome,,,,,
,,,,,,,,,,,,,SRS3455309,soil metagenome,,,SRS2592939,marine sediment metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS2593151,marine sediment metagenome,,,,,
,,,,,,,,,,,,,ERS785446,soil metagenome,,,ERS1798586,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,ERS785420,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454644,soil metagenome,,,SRS3454631,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS3454949,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454843,soil metagenome,,,SRS3454877,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS3455269,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4189881,soil metagenome,,,SRS2594284,marine sediment metagenome,,,,,
,,,,,,,,,,,,,,,,,ERS785389,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2594299,marine sediment metagenome,,,SRS4414903,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,ERS1798508,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454616,soil metagenome,,,ERS1798521,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1609382,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4189895,soil metagenome,,,SRS1609411,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS2037573,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4311856,soil metagenome,,,SRS2116710,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS3454719,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414923,soil metagenome,,,SRS3454664,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS3454645,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2593032,marine sediment metagenome,,,SRS3454514,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS3455011,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4189894,soil metagenome,,,SRS3454955,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS3454858,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4189863,soil metagenome,,,SRS3455277,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS4414899,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4189824,soil metagenome,,,SRS2607602,peat metagenome,,,,,
,,,,,,,,,,,,,,,,,ERS1059021,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414917,soil metagenome,,,SRS942326,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414922,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2758492,freshwater sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454486,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4189829,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414910,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4347110,activated sludge metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1798545,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785387,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785386,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455023,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1265005,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1798493,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1798518,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414922,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454635,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785530,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455249,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4189864,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414922,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2592933,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785401,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455267,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455245,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454787,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2594219,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2789985,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455275,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414922,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785366,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1609384,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1806412,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454632,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455108,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4189859,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS958477,hot springs metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1798675,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785476,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4189861,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414899,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3612017,hot springs metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785442,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454732,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2592952,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2594464,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2594412,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4114493,groundwater metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS958418,hot springs metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,DRS026693,sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1798541,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3038151,aquatic metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1609399,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,DRS074379,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454470,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414917,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2592996,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2872829,sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785444,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS942337,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1157462,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1157462,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1157462,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1565979,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414922,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1222777,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785378,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785364,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454630,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3454476,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414903,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2285824,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414903,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2593046,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4179327,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4293835,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455248,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2592934,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1222765,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785534,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1609414,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS3455263,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS2594298,marine sediment metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1798589,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1609393,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS1609396,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4189892,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,SRS4414923,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS1456402,soil metagenome,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,,,,,SRS1328024,soil metagenome,,,,,
,,,,,,,,,,,,,ERS785409,soil metagenome,,,SRS1328024,soil metagenome,,,,,
