Name,Description,Size,NA0,BS1,BS4,,,SRA Accession,,,,,,,,,,,,,,,
,,,,,,,,SRS1928864,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1928864,soil metagenome
,,,,,,,,SRS3455006,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3455006,soil metagenome
,,,,,,,,SRS4189828,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4189828,soil metagenome
,,,,,,,,SRS4414922,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4414922,soil metagenome
,,,,,,,,SRS2592959,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS2592959,marine sediment metagenome
,,,,,,,,ERS1798520,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS1798520,soil metagenome
,,,,,,,,ERS785368,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS785368,soil metagenome
,,,,,,,,ERS785488,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS785488,soil metagenome
,,,,,,,,SRS851315,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS851315,soil metagenome
,,,,,,,,SRS3454713,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454713,soil metagenome
,,,,,,,,SRS3454636,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454636,soil metagenome
,,,,,,,,SRS3454462,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454462,soil metagenome
,,,,,,,,SRS4414915,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4414915,soil metagenome
,,,,,,,,SRS4414910,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4414910,soil metagenome
,,,,,,,,ERS785454,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS785454,soil metagenome
,,,,,,,,SRS942334,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS942334,soil metagenome
,,,,,,,,SRS3454663,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454663,soil metagenome
,,,,,,,,SRS3455164,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3455164,soil metagenome
,,,,,,,,ERS2518417,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS2518417,soil metagenome
,,,,,,,,SRS4189858,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3454667,soil metagenome,,,,SRS4189858,soil metagenome
,,,,,,,,SRS4189855,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS4347113,activated sludge metagenome,,,,SRS4189855,soil metagenome
,,,,,,,,SRS4414899,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1572633,peat metagenome,,,,SRS4414899,soil metagenome
,,,,,,,,SRS4414923,soil metagenome,,,,SRS1328024,soil metagenome,,,ERS1222781,soil metagenome,,,,SRS4414923,soil metagenome
,,,,,,,,SRS2592901,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,ERS1222783,soil metagenome,,,,SRS2592901,marine sediment metagenome
,,,,,,,,SRS851319,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1609417,soil metagenome,,,,SRS851319,soil metagenome
,,,,,,,,SRS1565957,soil metagenome,,,,SRS1328024,soil metagenome,,,ERS785438,soil metagenome,,,,SRS1565957,soil metagenome
,,,,,,,,SRS3454493,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1983065,soil metagenome,,,,SRS3454493,soil metagenome
,,,,,,,,SRS4189856,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1983065,soil metagenome,,,,SRS4189856,soil metagenome
,,,,,,,,ERS1798526,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3454497,soil metagenome,,,,ERS1798526,soil metagenome
,,,,,,,,SRS3455009,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3454483,soil metagenome,,,,SRS3455009,soil metagenome
,,,,,,,,SRS3454855,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3038028,aquatic metagenome,,,,SRS3454855,soil metagenome
,,,,,,,,SRS3455278,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS958445,hot springs metagenome,,,,SRS3455278,soil metagenome
,,,,,,,,SRS3455162,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3454952,soil metagenome,,,,SRS3455162,soil metagenome
,,,,,,,,SRS2592948,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,SRS3020377,soil metagenome,,,,SRS2592948,marine sediment metagenome
,,,,,,,,SRS3454709,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3454605,soil metagenome,,,,SRS3454709,soil metagenome
,,,,,,,,SRS4414923,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS4238910,groundwater metagenome,,,,SRS4414923,soil metagenome
,,,,,,,,SRS2594221,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,ERS785536,soil metagenome,,,,SRS2594221,marine sediment metagenome
,,,,,,,,SRS2757960,soil metagenome,,,,SRS1328024,soil metagenome,,,ERS785447,soil metagenome,,,,SRS2757960,soil metagenome
,,,,,,,,SRS3454854,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3454865,soil metagenome,,,,SRS3454854,soil metagenome
,,,,,,,,SRS3455274,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS4414903,soil metagenome,,,,SRS3455274,soil metagenome
,,,,,,,,SRS4189826,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3455119,soil metagenome,,,,SRS4189826,soil metagenome
,,,,,,,,SRS4414917,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3455004,soil metagenome,,,,SRS4414917,soil metagenome
,,,,,,,,SRS2592878,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,SRS4414903,soil metagenome,,,,SRS2592878,marine sediment metagenome
,,,,,,,,SRS2594304,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,SRS3454866,soil metagenome,,,,SRS2594304,marine sediment metagenome
,,,,,,,,SRS2594509,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,SRS3454826,soil metagenome,,,,SRS2594509,marine sediment metagenome
,,,,,,,,SRS2872829,sediment metagenome,,,,SRS1328024,soil metagenome,,,ERS785413,soil metagenome,,,,SRS2872829,sediment metagenome
,,,,,,,,ERS785552,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3454768,soil metagenome,,,,ERS785552,soil metagenome
,,,,,,,,SRS3455272,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3454951,soil metagenome,,,,SRS3455272,soil metagenome
,,,,,,,,SRS4293846,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,ERS785461,soil metagenome,,,,SRS4293846,marine sediment metagenome
,,,,,,,,ERS785462,soil metagenome,,,,SRS1328024,soil metagenome,,,ERS1222799,soil metagenome,,,,ERS785462,soil metagenome
,,,,,,,,SRS942335,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1572620,peat metagenome,,,,SRS942335,soil metagenome
,,,,,,,,SRS3454515,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS4179409,marine sediment metagenome,,,,SRS3454515,soil metagenome
,,,,,,,,SRS3454982,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS2592958,marine sediment metagenome,,,,SRS3454982,soil metagenome
,,,,,,,,ERS980811,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3038026,aquatic metagenome,,,,ERS980811,soil metagenome
,,,,,,,,ERS785365,soil metagenome,,,,SRS1328024,soil metagenome,,,ERS1222797,soil metagenome,,,,ERS785365,soil metagenome
,,,,,,,,ERS785459,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS4216707,soil metagenome,,,,ERS785459,soil metagenome
,,,,,,,,SRS1565969,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS2789954,marine sediment metagenome,,,,SRS1565969,soil metagenome
,,,,,,,,SRS1609377,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3038114,aquatic metagenome,,,,SRS1609377,soil metagenome
,,,,,,,,SRS4189832,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3454885,soil metagenome,,,,SRS4189832,soil metagenome
,,,,,,,,ERS785370,soil metagenome,,,,SRS1328024,soil metagenome,,,ERS1798479,soil metagenome,,,,ERS785370,soil metagenome
,,,,,,,,SRS1708359,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS851333,soil metagenome,,,,SRS1708359,soil metagenome
,,,,,,,,SRS3454773,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3455133,soil metagenome,,,,SRS3454773,soil metagenome
,,,,,,,,SRS3454984,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS913801,seawater metagenome,,,,SRS3454984,soil metagenome
,,,,,,,,SRS3455138,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3455347,soil metagenome,,,,SRS3455138,soil metagenome
,,,,,,,,SRS4414910,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1572647,peat metagenome,,,,SRS4414910,soil metagenome
,,,,,,,,SRS4414899,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS851312,soil metagenome,,,,SRS4414899,soil metagenome
,,,,,,,,SRS4414903,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3454953,soil metagenome,,,,SRS4414903,soil metagenome
,,,,,,,,SRS4414899,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1572622,peat metagenome,,,,SRS4414899,soil metagenome
,,,,,,,,SRS2757961,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1044272,soil metagenome,,,,SRS2757961,soil metagenome
,,,,,,,,SRS3454712,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS913785,seawater metagenome,,,,SRS3454712,soil metagenome
,,,,,,,,SRS4189896,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1811080,soil metagenome,,,,SRS4189896,soil metagenome
,,,,,,,,SRS4189830,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3454511,soil metagenome,,,,SRS4189830,soil metagenome
,,,,,,,,SRS4311884,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3454489,soil metagenome,,,,SRS4311884,soil metagenome
,,,,,,,,SRS4414914,soil metagenome,,,,SRS1328024,soil metagenome,,,DRS026692,sediment metagenome,,,,SRS4414914,soil metagenome
,,,,,,,,SRS2594217,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,SRS3455268,soil metagenome,,,,SRS2594217,marine sediment metagenome
,,,,,,,,ERS1798523,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS4414922,soil metagenome,,,,ERS1798523,soil metagenome
,,,,,,,,SRS3454633,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3455282,soil metagenome,,,,SRS3454633,soil metagenome
,,,,,,,,SRS3454472,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1609374,soil metagenome,,,,SRS3454472,soil metagenome
,,,,,,,,SRS3455338,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3454769,soil metagenome,,,,SRS3455338,soil metagenome
,,,,,,,,SRS4414922,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3454499,soil metagenome,,,,SRS4414922,soil metagenome
,,,,,,,,SRS2593006,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,ERS785520,soil metagenome,,,,SRS2593006,marine sediment metagenome
,,,,,,,,SRS2789957,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,SRS3454863,soil metagenome,,,,SRS2789957,marine sediment metagenome
,,,,,,,,ERS1222769,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS2417891,soil metagenome,,,,ERS1222769,soil metagenome
,,,,,,,,ERS785500,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS4347340,soil metagenome,,,,ERS785500,soil metagenome
,,,,,,,,SRS1565975,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3454706,soil metagenome,,,,SRS1565975,soil metagenome
,,,,,,,,SRS4189899,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3455131,soil metagenome,,,,SRS4189899,soil metagenome
,,,,,,,,SRS1609418,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS4414903,soil metagenome,,,,SRS1609418,soil metagenome
,,,,,,,,SRS4189862,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3454772,soil metagenome,,,,SRS4189862,soil metagenome
,,,,,,,,SRS4414899,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS4189875,soil metagenome,,,,SRS4414899,soil metagenome
,,,,,,,,SRS2594303,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,ERS785455,soil metagenome,,,,SRS2594303,marine sediment metagenome
,,,,,,,,SRS4331671,soil metagenome,,,,SRS1328024,soil metagenome,,,ERS785568,soil metagenome,,,,SRS4331671,soil metagenome
,,,,,,,,SRS1011102,freshwater metagenome,,,,SRS1328024,soil metagenome,,,SRS3454500,soil metagenome,,,,SRS1011102,freshwater metagenome
,,,,,,,,SRS2907354,hot springs metagenome,,,,SRS1328024,soil metagenome,,,SRS3454998,soil metagenome,,,,SRS2907354,hot springs metagenome
,,,,,,,,SRS1961673,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS4189876,soil metagenome,,,,SRS1961673,soil metagenome
,,,,,,,,SRS3454526,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS4343056,freshwater sediment metagenome,,,,SRS3454526,soil metagenome
,,,,,,,,SRS3038048,aquatic metagenome,,,,SRS1328024,soil metagenome,,,SRS2592998,marine sediment metagenome,,,,SRS3038048,aquatic metagenome
,,,,,,,,ERS1798635,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS2594338,marine sediment metagenome,,,,ERS1798635,soil metagenome
,,,,,,,,SRS1609363,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3454759,soil metagenome,,,,SRS1609363,soil metagenome
,,,,,,,,SRS3454640,soil metagenome,,,,SRS1328024,soil metagenome,,,ERS785564,soil metagenome,,,,SRS3454640,soil metagenome
,,,,,,,,SRS3455012,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3454776,soil metagenome,,,,SRS3455012,soil metagenome
,,,,,,,,SRS3455264,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS3454471,soil metagenome,,,,SRS3455264,soil metagenome
,,,,,,,,SRS4189901,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4189901,soil metagenome
,,,,,,,,SRS4189825,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4189825,soil metagenome
,,,,,,,,SRS4293840,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4293840,marine sediment metagenome
,,,,,,,,SRS942322,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS942322,soil metagenome
,,,,,,,,SRS1328024,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1328024,soil metagenome
,,,,,,,,SRS1565987,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1565987,soil metagenome
,,,,,,,,SRS2757976,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS2757976,soil metagenome
,,,,,,,,SRS3455010,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3455010,soil metagenome
,,,,,,,,SRS3454918,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454918,soil metagenome
,,,,,,,,SRS4414917,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4414917,soil metagenome
,,,,,,,,SRS2758516,freshwater sediment metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS2758516,freshwater sediment metagenome
,,,,,,,,SRS2592872,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS2592872,marine sediment metagenome
,,,,,,,,SRS2607605,peat metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS2607605,peat metagenome
,,,,,,,,SRS935832,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS935832,soil metagenome
,,,,,,,,SRS3454853,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454853,soil metagenome
,,,,,,,,SRS3455160,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3455160,soil metagenome
,,,,,,,,SRS3455156,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3455156,soil metagenome
,,,,,,,,SRS3455141,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3455141,soil metagenome
,,,,,,,,SRS4391968,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4391968,soil metagenome
,,,,,,,,SRS4414914,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4414914,soil metagenome
,,,,,,,,SRS970775,hot springs metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS970775,hot springs metagenome
,,,,,,,,SRS4293839,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4293839,marine sediment metagenome
,,,,,,,,ERS785457,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS785457,soil metagenome
,,,,,,,,SRS1630823,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1630823,soil metagenome
,,,,,,,,SRS1630837,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1630837,soil metagenome
,,,,,,,,ERS1456365,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS1456365,soil metagenome
,,,,,,,,ERS785393,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS785393,soil metagenome
,,,,,,,,SRS1572625,peat metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1572625,peat metagenome
,,,,,,,,SRS1565995,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1565995,soil metagenome
,,,,,,,,SRS3454491,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454491,soil metagenome
,,,,,,,,SRS4391950,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4391950,soil metagenome
,,,,,,,,SRS1086542,cave metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1086542,cave metagenome
,,,,,,,,SRS2594218,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS2594218,marine sediment metagenome
,,,,,,,,ERS1798548,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS1798548,soil metagenome
,,,,,,,,SRS631731,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS631731,soil metagenome
,,,,,,,,SRS3454737,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454737,soil metagenome
,,,,,,,,SRS3454886,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454886,soil metagenome
,,,,,,,,SRS3455163,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3455163,soil metagenome
,,,,,,,,SRS3455157,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3455157,soil metagenome
,,,,,,,,SRS4189818,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4189818,soil metagenome
,,,,,,,,SRS2593002,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS2593002,marine sediment metagenome
,,,,,,,,SRS631674,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS631674,soil metagenome
,,,,,,,,SRS631708,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS631708,soil metagenome
,,,,,,,,SRS631742,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS631742,soil metagenome
,,,,,,,,SRS851317,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS851317,soil metagenome
,,,,,,,,SRS1609392,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS1609392,soil metagenome
,,,,,,,,SRS2757979,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS2757979,soil metagenome
,,,,,,,,SRS2594302,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS2594302,marine sediment metagenome
,,,,,,,,ERS1456376,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS1456376,soil metagenome
,,,,,,,,SRS3454532,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3454532,soil metagenome
,,,,,,,,SRS4414918,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4414918,soil metagenome
,,,,,,,,SRS2593009,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS2593009,marine sediment metagenome
,,,,,,,,DRS026689,sediment metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,DRS026689,sediment metagenome
,,,,,,,,ERS1798482,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS1798482,soil metagenome
,,,,,,,,ERS785363,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,ERS785363,soil metagenome
,,,,,,,,SRS3020376,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3020376,soil metagenome
,,,,,,,,SRS3455212,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3455212,soil metagenome
,,,,,,,,SRS4189880,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4189880,soil metagenome
,,,,,,,,SRS4311882,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4311882,soil metagenome
,,,,,,,,SRS4414914,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4414914,soil metagenome
,,,,,,,,SRS2593047,marine sediment metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS2593047,marine sediment metagenome
,,,,,,,,SRS3455214,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS3455214,soil metagenome
,,,,,,,,SRS4391974,soil metagenome,,,,SRS1328024,soil metagenome,,,SRS1328024,soil metagenome,,,,SRS4391974,soil metagenome
